date,optionID,optionK,optionName,volumeValue,open,high,low,close,SettlementPrice,volume,open interest,uplimit,downlimit,Delta,Gamma,Vega,Theta,Rho
2016/9/27,10000708,2.4,50ETF沽2016年10月2.40,"8,320,310.00",0.1775,0.1828,0.1709,0.1747,0.1747,"4,688","9,145",0.4068,0.0001,-0.864,1.545,0.138,-0.129,-0.169
2016/9/27,10000709,2.15,50ETF购2016年10月2.15,"7,718,777.00",0.0791,0.0877,0.0764,0.0844,0.0844,"9,397","19,783",0.3025,0.0001,0.983,1.038,0.027,-0.072,0.17
2016/9/27,10000710,2.15,50ETF沽2016年10月2.15,"536,377.00",0.0079,0.009,0.0058,0.0063,0.0063,"7,385","28,404",0.2156,0.0001,-0.146,2.766,0.145,-0.108,-0.027
2016/9/27,10000711,2.1,50ETF购2016年10月2.10,"3,159,759.00",0.1266,0.1332,0.0905,0.1301,0.13,"2,488",969,0.3497,0.0001,1,0,0,-0.061,0.169
2016/9/27,10000712,2.1,50ETF沽2016年10月2.10,"40,288.00",0.0028,0.0031,0.0016,0.0018,0.0018,"1,916","1,465",0.2,0.0001,-0.049,1.206,0.065,-0.05,-0.009
2016/9/26,10000555,1.85,50ETF购2016年9月1.85,"4,786,783.00",0.4,0.4,0.37,0.37,0.372,"1,242","1,542",0.6243,0.1745,1,0,0,-0.054,0.01
2016/9/26,10000556,1.9,50ETF购2016年9月1.90,"1,844,006.00",0.3502,0.3502,0.3208,0.3227,0.3227,551,"2,766",0.5751,0.1253,0.992,0.143,0.003,-0.326,0.01
2016/9/26,10000557,1.95,50ETF购2016年9月1.95,"4,627,658.00",0.3003,0.3003,0.2713,0.2727,0.2727,"1,616","1,728",0.5256,0.0758,0.991,0.198,0.004,-0.333,0.011
2016/9/26,10000558,2,50ETF购2016年9月2.00,"4,196,354.00",0.2505,0.2505,0.2215,0.2227,0.2227,"1,773","2,888",0.4749,0.0251,0.988,0.289,0.005,-0.34,0.011
2016/9/26,10000559,2.05,50ETF购2016年9月2.05,"5,074,559.00",0.1942,0.1942,0.1724,0.1726,0.1726,"2,710","2,281",0.4239,0.0001,0.993,0.263,0.003,-0.187,0.011
2016/9/26,10000560,1.85,50ETF沽2016年9月1.85,44,0.0001,0.0002,0.0001,0.0001,0.0001,43,"9,514",0.1452,0.0001,0,0,0,0,0
2016/9/26,10000561,1.9,50ETF沽2016年9月1.90,43,0.0002,0.0021,0.0001,0.0001,0.0001,19,"10,420",0.1553,0.0001,0,0.001,0,0,0
2016/9/26,10000562,1.95,50ETF沽2016年9月1.95,419,0.0002,0.0022,0.0001,0.0001,0.0001,387,"11,861",0.1653,0.0001,0,0.011,0,-0.007,0
2016/9/26,10000563,2,50ETF沽2016年9月2.00,544,0.0002,0.0002,0.0001,0.0001,0.0001,490,"12,444",0.1753,0.0001,-0.002,0.09,0.001,-0.056,0
2016/9/26,10000564,2.05,50ETF沽2016年9月2.05,864,0.0001,0.0002,0.0001,0.0002,0.0002,530,"11,773",0.1853,0.0001,-0.007,0.263,0.003,-0.127,0
2016/9/26,10000569,1.8,50ETF购2016年9月1.80,"6,053,868.00",0.448,0.448,0.4215,0.4232,0.4232,"1,391","2,489",0.6751,0.2253,0.988,0.148,0.005,-0.651,0.01
2016/9/26,10000570,1.8,50ETF沽2016年9月1.80,100,0.0001,0.0001,0.0001,0.0001,0.0001,100,"24,434",0.1352,0.0001,0,0,0,0,0
2016/9/26,10000571,2.1,50ETF购2016年9月2.10,"4,446,385.00",0.1508,0.1508,0.12,0.12,0.122,"3,259","5,013",0.3749,0.0001,1,0,0,-0.061,0.012
2016/9/26,10000572,2.1,50ETF沽2016年9月2.10,"1,758.00",0.0003,0.0003,0.0001,0.0002,0.0002,"1,260","22,365",0.1954,0.0001,-0.008,0.433,0.004,-0.108,0
2016/9/26,10000573,2.15,50ETF购2016年9月2.15,"5,376,915.00",0.0987,0.0987,0.0727,0.074,0.074,"6,214","7,066",0.3257,0.0001,0.93,2.68,0.022,-0.669,0.011
2016/9/26,10000574,2.15,50ETF沽2016年9月2.15,"10,828.00",0.0002,0.0005,0.0001,0.0002,0.0003,"4,214","30,267",0.2054,0.0001,-0.025,1.531,0.01,-0.192,0
2016/9/26,10000591,2.2,50ETF购2016年9月2.20,"6,803,848.00",0.0471,0.0471,0.0239,0.0254,0.0254,"18,253","17,321",0.275,0.0001,0.797,10.365,0.047,-0.745,0.01
2016/9/26,10000592,2.2,50ETF沽2016年9月2.20,"296,924.00",0.001,0.0028,0.0009,0.0028,0.0028,"17,547","45,249",0.2163,0.0001,-0.192,10.509,0.045,-0.626,-0.002
2016/9/26,10000595,2.25,50ETF购2016年9月2.25,"1,384,527.00",0.0085,0.0085,0.0021,0.0021,0.0021,"29,910","48,985",0.2338,0.0001,0.153,8.857,0.039,-0.575,0.002
2016/9/26,10000596,2.25,50ETF沽2016年9月2.25,"5,114,214.00",0.0114,0.0262,0.0114,0.0262,0.028,"30,194","30,469",0.2343,0.0001,-0.946,6.421,0.018,-0.105,-0.012
2016/9/26,10000599,2.3,50ETF购2016年9月2.30,"87,091.00",0.001,0.001,0.0004,0.0004,0.0004,"13,157","94,185",0.2209,0.0001,0.029,1.654,0.011,-0.241,0
2016/9/26,10000600,2.3,50ETF沽2016年9月2.30,"11,136,264.00",0.0525,0.078,0.0525,0.076,0.078,"17,565","16,466",0.276,0.0001,-0.979,1.368,0.009,-0.108,-0.013
2016/9/26,10000615,2.05,50ETF购2016年12月2.006A,"1,832,683.00",0.2014,0.2014,0.1805,0.1841,0.1841,959,"4,331",0.4274,0.0001,1,0,0,-0.06,0.526
2016/9/26,10000616,2.1,50ETF购2016年12月2.055A,"1,756,813.00",0.1607,0.1629,0.1402,0.1402,0.1413,"1,161","6,468",0.3867,0.0001,0.924,1.416,0.161,-0.084,0.494
2016/9/26,10000617,2.15,50ETF购2016年12月2.104A,"1,248,345.00",0.125,0.125,0.1082,0.1082,0.1082,"1,077","6,866",0.351,0.0001,0.757,2.316,0.354,-0.128,0.406
2016/9/26,10000618,2.2,50ETF购2016年12月2.153A,"733,146.00",0.0952,0.0952,0.0818,0.0828,0.0828,839,"7,658",0.3212,0.0001,0.612,2.456,0.433,-0.153,0.33
2016/9/26,10000619,2.25,50ETF购2016年12月2.202A,"1,881,768.00",0.0733,0.0733,0.06,0.0608,0.0608,"2,894","18,488",0.2968,0.0001,0.488,2.409,0.45,-0.158,0.265
2016/9/26,10000620,2.05,50ETF沽2016年12月2.006A,"305,519.00",0.0117,0.0144,0.0117,0.014,0.014,"2,347","20,824",0.1969,0.0001,-0.14,1.18,0.251,-0.072,-0.084
2016/9/26,10000621,2.1,50ETF沽2016年12月2.055A,"703,304.00",0.0207,0.0247,0.0207,0.0247,0.0247,"3,100","18,362",0.2161,0.0001,-0.216,1.528,0.331,-0.094,-0.131
2016/9/26,10000622,2.15,50ETF沽2016年12月2.104A,"818,058.00",0.0347,0.0408,0.0347,0.0407,0.0407,"2,190","17,662",0.239,0.0001,-0.308,1.787,0.397,-0.113,-0.187
2016/9/26,10000623,2.2,50ETF沽2016年12月2.153A,"1,230,658.00",0.054,0.0632,0.0515,0.0632,0.0632,"2,094","15,243",0.2695,0.0001,-0.407,1.892,0.438,-0.126,-0.25
2016/9/26,10000624,2.25,50ETF沽2016年12月2.202A,"1,304,434.00",0.0806,0.0926,0.0806,0.0903,0.0913,"1,525","13,817",0.3045,0.0001,-0.501,1.861,0.451,-0.13,-0.311
2016/9/26,10000625,2,50ETF购2016年12月1.957A,"4,121,031.00",0.2459,0.2459,0.2223,0.2223,0.2227,"1,750","5,711",0.4749,0.0251,1,0,0,-0.058,0.513
2016/9/26,10000626,2,50ETF沽2016年12月1.957A,"119,592.00",0.0066,0.0083,0.0066,0.0077,0.0077,"1,620","19,940",0.1814,0.0001,-0.086,0.828,0.177,-0.052,-0.051
2016/9/26,10000629,1.95,50ETF购2016年12月1.908A,"5,570,592.00",0.2929,0.2929,0.2695,0.2745,0.2745,"1,980","13,596",0.5256,0.0758,1,0,0,-0.057,0.5
2016/9/26,10000630,1.95,50ETF沽2016年12月1.908A,"29,170.00",0.0041,0.0051,0.0041,0.0048,0.0048,619,"23,834",0.1693,0.0001,-0.054,0.561,0.125,-0.038,-0.032
2016/9/26,10000661,2.3,50ETF购2016年12月2.250A,"1,050,222.00",0.0509,0.0509,0.0428,0.0428,0.0428,"2,184","18,416",0.2723,0.0001,0.377,2.226,0.429,-0.149,0.206
2016/9/26,10000662,2.3,50ETF沽2016年12月2.250A,"609,547.00",0.1113,0.1261,0.1113,0.1231,0.1242,517,"9,402",0.3356,0.0001,-0.586,1.738,0.44,-0.127,-0.368
2016/9/26,10000667,2.35,50ETF购2016年9月2.35,"15,758.00",0.0004,0.0005,0.0001,0.0001,0.0001,"4,966","81,506",0.2154,0.0001,0.002,0.14,0.001,-0.023,0
2016/9/26,10000668,2.35,50ETF沽2016年9月2.35,"9,293,592.00",0.1008,0.1269,0.1008,0.1261,0.128,"8,281","6,467",0.3259,0.0001,-0.983,0.718,0.007,-0.15,-0.013
2016/9/26,10000669,2.35,50ETF购2016年12月2.299A,"486,771.00",0.038,0.038,0.0308,0.0308,0.0308,"1,424","18,418",0.2532,0.0001,0.287,1.905,0.385,-0.136,0.157
2016/9/26,10000670,2.35,50ETF沽2016年12月2.299A,"757,107.00",0.1469,0.1639,0.1469,0.1613,0.1616,487,"7,621",0.3716,0.0001,-0.656,1.557,0.415,-0.121,-0.419
2016/9/26,10000671,2.1,50ETF购2017年3月2.055A,"1,540,248.00",0.18,0.18,0.1678,0.1679,0.1679,885,"7,190",0.4102,0.0001,0.832,1.473,0.392,-0.093,0.826
2016/9/26,10000672,2.15,50ETF购2017年3月2.104A,"638,077.00",0.152,0.152,0.1394,0.1409,0.1406,444,"3,270",0.3793,0.0001,0.714,1.68,0.53,-0.112,0.711
2016/9/26,10000673,2.2,50ETF购2017年3月2.153A,"1,918,389.00",0.1258,0.1258,0.1162,0.1163,0.1163,"1,607","5,235",0.3519,0.0001,0.616,1.73,0.595,-0.122,0.616
2016/9/26,10000674,2.25,50ETF购2017年3月2.202A,"1,119,522.00",0.1036,0.1036,0.095,0.095,0.0948,"1,134","8,104",0.3295,0.0001,0.528,1.709,0.62,-0.126,0.53
2016/9/26,10000675,2.3,50ETF购2017年3月2.250A,"818,094.00",0.0848,0.085,0.0765,0.0765,0.0766,"1,021","10,945",0.3059,0.0001,0.448,1.633,0.616,-0.124,0.452
2016/9/26,10000676,2.1,50ETF沽2017年3月2.055A,"969,890.00",0.0518,0.0596,0.0518,0.0596,0.0596,"1,790","14,183",0.2469,0.0001,-0.284,1.079,0.528,-0.088,-0.339
2016/9/26,10000677,2.15,50ETF沽2017年3月2.104A,"607,177.00",0.071,0.0787,0.071,0.0787,0.0775,821,"9,510",0.2761,0.0001,-0.342,1.172,0.572,-0.093,-0.412
2016/9/26,10000678,2.2,50ETF沽2017年3月2.153A,"786,426.00",0.0961,0.106,0.0952,0.106,0.1033,799,"11,641",0.3094,0.0001,-0.405,1.19,0.604,-0.099,-0.494
2016/9/26,10000679,2.25,50ETF沽2017年3月2.202A,"599,966.00",0.123,0.1318,0.123,0.1306,0.1306,473,"8,213",0.346,0.0001,-0.465,1.193,0.619,-0.101,-0.572
2016/9/26,10000680,2.3,50ETF沽2017年3月2.250A,"676,313.00",0.1535,0.1647,0.1535,0.1623,0.162,429,"4,462",0.3755,0.0001,-0.521,1.161,0.621,-0.1,-0.649
2016/9/26,10000681,2.35,50ETF购2017年3月2.299A,"564,016.00",0.0689,0.0689,0.06,0.06,0.06,875,"5,685",0.2853,0.0001,0.374,1.54,0.59,-0.117,0.379
2016/9/26,10000682,2.35,50ETF沽2017年3月2.299A,"814,615.00",0.1871,0.1991,0.1871,0.1971,0.1971,421,"4,203",0.4099,0.0001,-0.571,1.102,0.612,-0.099,-0.721
2016/9/26,10000687,2.4,50ETF购2016年9月2.40,"3,373.00",0.0003,0.0004,0.0001,0.0002,0.0001,"1,648","46,796",0.2101,0.0001,0,0.003,0,-0.001,0
2016/9/26,10000688,2.45,50ETF购2016年9月2.45,"2,744.00",0.0002,0.0002,0.0001,0.0001,0.0001,"1,837","68,075",0.205,0.0001,0.005,0.175,0.002,-0.11,0
2016/9/26,10000689,2.4,50ETF沽2016年9月2.40,"6,998,097.00",0.1496,0.1771,0.1496,0.1762,0.178,"4,294","3,128",0.3759,0.0001,-0.985,0.495,0.006,-0.205,-0.013
2016/9/26,10000690,2.45,50ETF沽2016年9月2.45,"11,676,493.00",0.1996,0.227,0.1996,0.2268,0.228,"5,491","4,908",0.4259,0.0001,-0.989,0.311,0.005,-0.176,-0.013
2016/9/26,10000691,2.4,50ETF购2016年12月2.348A,"309,211.00",0.0272,0.0272,0.0217,0.0222,0.0222,"1,286","11,917",0.2376,0.0001,0.217,1.569,0.331,-0.12,0.119
2016/9/26,10000692,2.45,50ETF购2016年12月2.397A,"471,275.00",0.0194,0.0195,0.0148,0.0153,0.0153,"2,810","26,436",0.2244,0.0001,0.158,1.26,0.272,-0.099,0.087
2016/9/26,10000693,2.4,50ETF沽2016年12月2.348A,"2,806,943.00",0.1859,0.2035,0.1859,0.2019,0.2022,"1,446","6,466",0.4106,0.0001,-0.713,1.364,0.385,-0.113,-0.461
2016/9/26,10000694,2.45,50ETF沽2016年12月2.397A,"1,274,933.00",0.2276,0.2469,0.2276,0.2447,0.2453,533,"7,651",0.4524,0.0026,-0.758,1.183,0.353,-0.103,-0.498
2016/9/26,10000695,2.4,50ETF购2017年3月2.348A,"231,105.00",0.0558,0.0558,0.0498,0.0499,0.0499,444,"6,260",0.2665,0.0001,0.316,1.371,0.554,-0.113,0.321
2016/9/26,10000696,2.45,50ETF购2017年3月2.397A,"653,953.00",0.0457,0.0457,0.039,0.0393,0.0393,"1,564","12,665",0.2503,0.0001,0.261,1.23,0.506,-0.103,0.265
2016/9/26,10000697,2.4,50ETF沽2017年3月2.348A,"679,316.00",0.2236,0.2372,0.2236,0.2371,0.2355,295,"1,764",0.4469,0.0001,-0.614,1.028,0.596,-0.098,-0.787
2016/9/26,10000698,2.45,50ETF沽2017年3月2.397A,"1,495,151.00",0.2601,0.2768,0.2601,0.2767,0.2751,554,"4,959",0.485,0.0352,-0.653,0.957,0.575,-0.095,-0.848
2016/9/26,10000699,2.2,50ETF购2016年10月2.20,"7,501,970.00",0.0599,0.0599,0.043,0.0435,0.0435,"14,499","21,593",0.2866,0.0001,0.659,5.263,0.235,-0.195,0.118
2016/9/26,10000700,2.25,50ETF购2016年10月2.25,"7,211,819.00",0.0309,0.0314,0.0209,0.0209,0.0209,"27,967","56,184",0.2569,0.0001,0.392,4.984,0.247,-0.203,0.071
2016/9/26,10000701,2.3,50ETF购2016年10月2.30,"2,301,890.00",0.0155,0.0155,0.01,0.0105,0.0105,"18,116","57,097",0.2359,0.0001,0.214,3.323,0.187,-0.167,0.039
2016/9/26,10000702,2.35,50ETF购2016年10月2.35,"566,467.00",0.0076,0.008,0.0049,0.0051,0.0051,"9,103","33,223",0.2229,0.0001,0.111,1.975,0.121,-0.116,0.02
2016/9/26,10000703,2.4,50ETF购2016年10月2.40,"168,434.00",0.0037,0.0037,0.0025,0.0026,0.0026,"5,280","35,824",0.2138,0.0001,0.059,1.123,0.075,-0.077,0.011
2016/9/26,10000704,2.2,50ETF沽2016年10月2.20,"3,002,958.00",0.0152,0.0218,0.0152,0.0218,0.0218,"16,966","36,315",0.2296,0.0001,-0.366,4.417,0.241,-0.168,-0.07
2016/9/26,10000705,2.25,50ETF沽2016年10月2.25,"9,709,808.00",0.0364,0.05,0.0364,0.0492,0.0492,"23,561","39,244",0.2599,0.0001,-0.588,4.23,0.25,-0.175,-0.113
2016/9/26,10000706,2.3,50ETF沽2016年10月2.30,"8,582,639.00",0.0706,0.0891,0.0706,0.0868,0.0868,"10,971","17,234",0.2938,0.0001,-0.753,3.134,0.202,-0.139,-0.147
2016/9/26,10000707,2.35,50ETF沽2016年10月2.35,"5,244,605.00",0.1134,0.1339,0.1134,0.1338,0.1338,"4,299","7,799",0.3357,0.0001,-0.824,2.083,0.166,-0.135,-0.164
2016/9/26,10000708,2.4,50ETF沽2016年10月2.40,"8,177,152.00",0.1588,0.1846,0.1588,0.1846,0.1846,"4,848","7,623",0.3814,0.0001,-0.845,1.51,0.153,-0.165,-0.172
2016/9/26,10000709,2.15,50ETF购2016年10月2.15,"9,441,972.00",0.1001,0.1001,0.0791,0.0803,0.0803,"10,478","16,627",0.3276,0.0001,0.899,2.836,0.113,-0.122,0.16
2016/9/26,10000710,2.15,50ETF沽2016年10月2.15,"329,812.00",0.0049,0.0078,0.0049,0.0078,0.0078,"5,301","28,288",0.2102,0.0001,-0.171,3.008,0.163,-0.118,-0.032
2016/9/23,10000555,1.85,50ETF购2016年9月1.85,"2,209,844.00",0.4027,0.4068,0.3994,0.3994,0.3994,548,"1,794",0.6305,0.1795,1,0,0,-0.054,0.026
2016/9/23,10000556,1.9,50ETF购2016年9月1.90,"1,805,580.00",0.3527,0.3572,0.3502,0.3502,0.3502,511,"2,755",0.5805,0.1295,0.993,0.13,0.005,-0.173,0.026
2016/9/23,10000557,1.95,50ETF购2016年9月1.95,"1,577,979.00",0.3027,0.3072,0.3008,0.3008,0.3007,519,"2,135",0.5305,0.0795,0.983,0.274,0.011,-0.291,0.027
2016/9/23,10000558,2,50ETF购2016年9月2.00,"3,125,615.00",0.2527,0.2576,0.25,0.25,0.25,"1,230","3,219",0.4805,0.0295,0.996,0.12,0.003,-0.102,0.028
2016/9/23,10000559,2.05,50ETF购2016年9月2.05,"2,428,089.00",0.2027,0.2072,0.1989,0.1989,0.199,"1,189","3,203",0.4305,0.0001,1,0,0,-0.06,0.028
2016/9/23,10000560,1.85,50ETF沽2016年9月1.85,28,0.0001,0.0001,0.0001,0.0001,0.0001,28,"9,526",0.1446,0.0001,0,0.012,0,-0.008,0
2016/9/23,10000561,1.9,50ETF沽2016年9月1.90,396,0.0002,0.0002,0.0001,0.0001,0.0002,395,"10,429",0.1547,0.0001,-0.002,0.048,0.002,-0.031,0
2016/9/23,10000562,1.95,50ETF沽2016年9月1.95,519,0.0002,0.0002,0.0001,0.0002,0.0002,472,"11,565",0.1647,0.0001,-0.003,0.074,0.002,-0.037,0
2016/9/23,10000563,2,50ETF沽2016年9月2.00,"1,575.00",0.0002,0.0003,0.0001,0.0001,0.0002,765,"12,481",0.1747,0.0001,-0.004,0.12,0.003,-0.044,0
2016/9/23,10000564,2.05,50ETF沽2016年9月2.05,"2,095.00",0.0002,0.0004,0.0002,0.0002,0.0002,855,"11,806",0.1848,0.0001,-0.006,0.212,0.005,-0.054,0
2016/9/23,10000569,1.8,50ETF购2016年9月1.80,"3,765,333.00",0.4528,0.4568,0.4497,0.4501,0.4502,831,"2,816",0.6805,0.2295,0.993,0.093,0.005,-0.196,0.025
2016/9/23,10000570,1.8,50ETF沽2016年9月1.80,203,0.0001,0.0001,0.0001,0.0001,0.0001,203,"24,439",0.1346,0.0001,0,0.002,0,-0.002,0
2016/9/23,10000571,2.1,50ETF购2016年9月2.10,"3,120,022.00",0.1528,0.1608,0.15,0.15,0.15,"2,025","5,467",0.3805,0.0001,0.995,0.229,0.004,-0.091,0.029
2016/9/23,10000572,2.1,50ETF沽2016年9月2.10,"9,810.00",0.0003,0.0006,0.0001,0.0003,0.0003,"3,034","22,992",0.195,0.0001,-0.011,0.427,0.008,-0.071,0
2016/9/23,10000573,2.15,50ETF购2016年9月2.15,"4,833,677.00",0.103,0.1088,0.1002,0.1008,0.1008,"4,620","8,712",0.3305,0.0001,0.962,1.425,0.022,-0.233,0.029
2016/9/23,10000574,2.15,50ETF沽2016年9月2.15,"23,582.00",0.0008,0.0012,0.0003,0.0003,0.0003,"5,021","31,729",0.2053,0.0001,-0.016,0.828,0.01,-0.067,0
2016/9/23,10000591,2.2,50ETF购2016年9月2.20,"6,831,420.00",0.057,0.0594,0.0501,0.0501,0.0501,"12,423","21,118",0.2806,0.0001,0.986,1.585,0.01,-0.094,0.03
2016/9/23,10000592,2.2,50ETF沽2016年9月2.20,"112,964.00",0.0016,0.0016,0.0008,0.0012,0.0012,"10,704","49,876",0.2159,0.0001,-0.076,4.041,0.038,-0.178,-0.002
2016/9/23,10000595,2.25,50ETF购2016年9月2.25,"3,732,731.00",0.0155,0.0161,0.009,0.009,0.009,"29,604","57,872",0.2401,0.0001,0.501,17.623,0.106,-0.358,0.016
2016/9/23,10000596,2.25,50ETF沽2016年9月2.25,"1,375,136.00",0.0079,0.0097,0.0072,0.0094,0.0094,"16,529","40,591",0.2333,0.0001,-0.499,16.861,0.106,-0.307,-0.016
2016/9/23,10000599,2.3,50ETF购2016年9月2.30,"356,478.00",0.0032,0.0032,0.001,0.0011,0.0011,"19,137","101,719",0.2239,0.0001,0.07,4.024,0.036,-0.166,0.002
2016/9/23,10000600,2.3,50ETF沽2016年9月2.30,"5,756,172.00",0.0475,0.0512,0.0452,0.0511,0.0511,"12,112","20,609",0.2736,0.0001,-0.93,4.024,0.036,-0.099,-0.03
2016/9/23,10000615,2.05,50ETF购2016年12月2.006A,"817,995.00",0.2071,0.209,0.2028,0.2028,0.2025,397,"3,951",0.4331,0.0001,1,0,0,-0.059,0.542
2016/9/23,10000616,2.1,50ETF购2016年12月2.055A,"828,334.00",0.1679,0.1679,0.1621,0.1621,0.1618,501,"5,949",0.3923,0.0001,1,0,0,-0.061,0.556
