date,optionID,optionK,optionName,volumeValue,open,high,low,close,SettlementPrice,volume,open interest,uplimit,downlimit,Delta,Gamma,Vega,Theta,Rho
2016/6/16,10000535,2,50ETF购2016年6月2.00,"7,102,451.00",0.103,0.1076,0.096,0.1005,0.102,"6,917","7,260",0.3199,0.0001,1,0,0,-0.058,0.033
2016/6/16,10000536,2,50ETF沽2016年6月2.00,"24,293.00",0.0015,0.0019,0.0006,0.0008,0.0008,"2,865","32,266",0.1904,0.0001,-0.032,1.242,0.019,-0.12,-0.001
2016/6/16,10000541,1.95,50ETF购2016年6月1.95,"2,066,017.00",0.1494,0.1571,0.1457,0.1478,0.152,"1,363","2,653",0.3699,0.0001,1,0,0,-0.057,0.032
2016/6/16,10000542,1.95,50ETF沽2016年6月1.95,"3,085.00",0.0007,0.0007,0.0003,0.0005,0.0005,688,"19,032",0.1798,0.0001,-0.02,0.627,0.013,-0.114,-0.001
2016/6/16,10000551,1.85,50ETF购2016年6月1.85,"2,458,006.00",0.2467,0.2568,0.2432,0.2469,0.252,978,"1,281",0.4699,0.0481,1,0,0,-0.054,0.031
2016/6/16,10000552,1.9,50ETF购2016年6月1.90,"2,430,789.00",0.1977,0.207,0.1955,0.1985,0.202,"1,208","1,643",0.4199,0.0001,1,0,0,-0.056,0.032
2016/6/16,10000553,1.85,50ETF沽2016年6月1.85,202,0.0001,0.0003,0.0001,0.0002,0.0002,104,"8,555",0.1593,0.0001,-0.004,0.122,0.003,-0.039,0
2016/6/16,10000554,1.9,50ETF沽2016年6月1.90,"1,977.00",0.0003,0.0005,0.0002,0.0003,0.0003,644,"14,916",0.1694,0.0001,-0.007,0.211,0.005,-0.047,0
2016/6/16,10000555,1.85,50ETF购2016年9月1.85,"1,445,459.00",0.2394,0.2477,0.2322,0.2344,0.252,598,"3,227",0.4699,0.0481,1,0,0,-0.054,0.53
2016/6/16,10000556,1.9,50ETF购2016年9月1.90,"607,462.00",0.2024,0.2029,0.1895,0.1936,0.202,306,"3,345",0.4199,0.0001,1,0,0,-0.055,0.544
2016/6/16,10000557,1.95,50ETF购2016年9月1.95,"640,653.00",0.161,0.1643,0.152,0.1532,0.1552,398,"2,679",0.3776,0.0001,1,0,0,-0.057,0.559
2016/6/16,10000558,2,50ETF购2016年9月2.00,"617,963.00",0.128,0.1303,0.12,0.1213,0.1216,486,"4,769",0.3439,0.0001,0.926,1.63,0.158,-0.074,0.527
2016/6/16,10000559,2.05,50ETF购2016年9月2.05,"415,834.00",0.1001,0.1073,0.0924,0.0937,0.0937,419,"7,019",0.3156,0.0001,0.713,2.569,0.385,-0.119,0.406
2016/6/16,10000560,1.85,50ETF沽2016年9月1.85,"54,174.00",0.0152,0.0152,0.0122,0.0122,0.0126,421,"9,267",0.1738,0.0001,-0.105,0.761,0.206,-0.069,-0.068
2016/6/16,10000561,1.9,50ETF沽2016年9月1.90,"217,263.00",0.0233,0.0233,0.0195,0.0206,0.0206,"1,060","14,489",0.1913,0.0001,-0.155,0.992,0.27,-0.089,-0.1
2016/6/16,10000562,1.95,50ETF沽2016年9月1.95,"343,576.00",0.0332,0.0338,0.0309,0.0326,0.0326,"1,066","12,906",0.2128,0.0001,-0.219,1.206,0.334,-0.111,-0.143
2016/6/16,10000563,2,50ETF沽2016年9月2.00,"426,215.00",0.0505,0.0509,0.0471,0.0477,0.0477,884,"10,442",0.2388,0.0001,-0.29,1.387,0.386,-0.127,-0.19
2016/6/16,10000564,2.05,50ETF沽2016年9月2.05,"440,849.00",0.074,0.074,0.0677,0.0704,0.0704,632,"7,248",0.2701,0.0001,-0.369,1.461,0.426,-0.144,-0.244
2016/6/16,10000567,1.8,50ETF购2016年6月1.80,"3,614,814.00",0.2956,0.3055,0.2953,0.2981,0.302,"1,200","3,066",0.5199,0.0981,1,0,0,-0.053,0.03
2016/6/16,10000568,1.8,50ETF沽2016年6月1.80,698,0.0002,0.0003,0.0001,0.0002,0.0002,518,"32,306",0.1493,0.0001,-0.003,0.076,0.002,-0.033,0
2016/6/16,10000569,1.8,50ETF购2016年9月1.80,"2,253,201.00",0.29,0.2915,0.2769,0.2794,0.302,789,"12,350",0.5199,0.0981,1,0,0,-0.052,0.516
2016/6/16,10000570,1.8,50ETF沽2016年9月1.80,"79,682.00",0.0101,0.0101,0.0078,0.0078,0.0079,937,"18,001",0.1585,0.0001,-0.07,0.555,0.152,-0.052,-0.045
2016/6/16,10000571,2.1,50ETF购2016年9月2.10,"1,339,813.00",0.0773,0.0788,0.0688,0.0708,0.071,"1,800","11,890",0.2921,0.0001,0.566,2.576,0.445,-0.137,0.323
2016/6/16,10000572,2.1,50ETF沽2016年9月2.10,"880,418.00",0.1008,0.1008,0.0935,0.0971,0.0971,919,"8,857",0.3061,0.0001,-0.445,1.472,0.446,-0.153,-0.298
2016/6/16,10000573,2.15,50ETF购2016年9月2.15,"606,114.00",0.0586,0.0594,0.0512,0.0529,0.0529,"1,081","11,495",0.2684,0.0001,0.445,2.375,0.446,-0.14,0.255
2016/6/16,10000574,2.15,50ETF沽2016年9月2.15,"675,144.00",0.1323,0.1323,0.1245,0.1288,0.1288,530,"7,756",0.338,0.0001,-0.515,1.413,0.45,-0.159,-0.35
2016/6/16,10000591,2.2,50ETF购2016年9月2.20,"454,983.00",0.0442,0.0464,0.0375,0.0381,0.0385,"1,095","10,131",0.2488,0.0001,0.344,2.094,0.416,-0.132,0.198
2016/6/16,10000592,2.2,50ETF沽2016年9月2.20,"438,079.00",0.1666,0.1679,0.1589,0.1656,0.1649,269,"3,724",0.3741,0.0001,-0.576,1.314,0.443,-0.162,-0.397
2016/6/16,10000595,2.25,50ETF购2016年9月2.25,"399,107.00",0.0341,0.0341,0.0274,0.0279,0.0282,"1,299","9,694",0.2315,0.0001,0.263,1.765,0.369,-0.12,0.152
2016/6/16,10000596,2.25,50ETF沽2016年9月2.25,"493,142.00",0.2062,0.2067,0.198,0.2049,0.2041,245,"2,243",0.4104,0.0001,-0.626,1.201,0.428,-0.162,-0.439
2016/6/16,10000599,2.3,50ETF购2016年9月2.30,"544,446.00",0.0252,0.0253,0.02,0.0209,0.0209,"2,366","23,400",0.2175,0.0001,0.201,1.448,0.317,-0.106,0.116
2016/6/16,10000600,2.3,50ETF沽2016年9月2.30,"1,004,490.00",0.2474,0.2488,0.2389,0.2466,0.2461,413,"3,856",0.4515,0.0297,-0.667,1.086,0.41,-0.162,-0.476
2016/6/16,10000615,2.05,50ETF购2016年12月2.006A,"405,226.00",0.1305,0.1352,0.1207,0.1214,0.1228,317,"3,153",0.3453,0.0001,0.693,1.878,0.544,-0.1,0.722
2016/6/16,10000616,2.1,50ETF购2016年12月2.055A,"733,947.00",0.1091,0.1134,0.1004,0.1017,0.1018,686,"4,671",0.3236,0.0001,0.586,1.853,0.603,-0.109,0.612
2016/6/16,10000617,2.15,50ETF购2016年12月2.104A,"625,379.00",0.0903,0.0966,0.0822,0.0828,0.0837,719,"5,408",0.2994,0.0001,0.497,1.762,0.617,-0.111,0.52
2016/6/16,10000618,2.2,50ETF购2016年12月2.153A,"452,367.00",0.0751,0.0786,0.0674,0.0681,0.0691,620,"4,209",0.2798,0.0001,0.42,1.622,0.605,-0.111,0.441
2016/6/16,10000619,2.25,50ETF购2016年12月2.202A,"1,024,363.00",0.0648,0.0689,0.0566,0.0568,0.0568,"1,684","12,148",0.2621,0.0001,0.354,1.471,0.576,-0.107,0.373
2016/6/16,10000620,2.05,50ETF沽2016年12月2.006A,"736,272.00",0.1111,0.1152,0.1096,0.1151,0.1145,660,"6,258",0.3104,0.0001,-0.377,0.97,0.588,-0.111,-0.492
2016/6/16,10000621,2.1,50ETF沽2016年12月2.055A,"683,470.00",0.1429,0.1445,0.1373,0.1445,0.1428,491,"4,524",0.3476,0.0001,-0.427,0.97,0.607,-0.116,-0.564
2016/6/16,10000622,2.15,50ETF沽2016年12月2.104A,"427,811.00",0.1741,0.1774,0.1689,0.1754,0.1749,250,"5,149",0.3799,0.0001,-0.474,0.949,0.616,-0.12,-0.634
2016/6/16,10000623,2.2,50ETF沽2016年12月2.153A,"608,592.00",0.2077,0.2115,0.202,0.2082,0.2082,297,"3,095",0.4127,0.0001,-0.517,0.923,0.617,-0.121,-0.701
2016/6/16,10000624,2.25,50ETF沽2016年12月2.202A,"511,944.00",0.2442,0.2481,0.2392,0.2475,0.2456,211,"4,859",0.4498,0.028,-0.555,0.879,0.611,-0.123,-0.764
2016/6/16,10000625,2,50ETF购2016年12月1.957A,"772,849.00",0.1554,0.1571,0.1444,0.1473,0.1473,510,"2,466",0.3705,0.0001,0.831,1.687,0.39,-0.082,0.867
2016/6/16,10000626,2,50ETF沽2016年12月1.957A,"712,354.00",0.089,0.0901,0.0851,0.0898,0.0891,815,"11,099",0.2761,0.0001,-0.325,0.95,0.557,-0.103,-0.418
2016/6/16,10000629,1.95,50ETF购2016年12月1.908A,"985,030.00",0.1841,0.1898,0.1732,0.1745,0.1757,546,"4,410",0.4012,0.0001,1,0,0,-0.056,1.04
2016/6/16,10000630,1.95,50ETF沽2016年12月1.908A,"1,315,444.00",0.066,0.0688,0.0645,0.0686,0.0679,"1,989","12,232",0.2458,0.0001,-0.273,0.899,0.514,-0.095,-0.347
2016/6/16,10000631,1.95,50ETF购2016年7月1.95,"2,486,445.00",0.146,0.1505,0.1373,0.1408,0.152,"1,716","4,119",0.3699,0.0001,1,0,0,-0.057,0.221
2016/6/16,10000632,2,50ETF购2016年7月2.00,"4,223,747.00",0.1066,0.109,0.0947,0.0973,0.102,"4,149","8,285",0.3199,0.0001,1,0,0,-0.058,0.227
2016/6/16,10000633,2.05,50ETF购2016年7月2.05,"3,562,787.00",0.0692,0.0723,0.0607,0.0639,0.0639,"5,409","11,568",0.2821,0.0001,0.841,3.998,0.172,-0.114,0.194
2016/6/16,10000634,2.1,50ETF购2016年7月2.10,"5,311,110.00",0.042,0.0455,0.0363,0.0385,0.0385,"13,275","24,962",0.2556,0.0001,0.55,4.66,0.281,-0.18,0.127
2016/6/16,10000635,2.15,50ETF购2016年7月2.15,"2,248,278.00",0.0257,0.0269,0.0205,0.0222,0.0222,"9,680","28,012",0.2334,0.0001,0.348,3.786,0.262,-0.179,0.081
2016/6/16,10000636,1.95,50ETF沽2016年7月1.95,"163,653.00",0.0059,0.0068,0.0049,0.0063,0.0064,"2,900","13,601",0.1847,0.0001,-0.1,1.332,0.125,-0.095,-0.025
2016/6/16,10000637,2,50ETF沽2016年7月2.00,"583,073.00",0.0128,0.0148,0.011,0.0135,0.0135,"4,626","16,066",0.2021,0.0001,-0.186,2.07,0.19,-0.14,-0.046
2016/6/16,10000638,2.05,50ETF沽2016年7月2.05,"1,629,621.00",0.0271,0.0306,0.0235,0.0296,0.0296,"6,114","20,689",0.226,0.0001,-0.32,2.604,0.254,-0.195,-0.08
2016/6/16,10000639,2.1,50ETF沽2016年7月2.10,"4,958,209.00",0.0514,0.0558,0.0467,0.0542,0.0542,"9,823","19,398",0.2587,0.0001,-0.462,2.701,0.282,-0.226,-0.117
2016/6/16,10000640,2.15,50ETF沽2016年7月2.15,"6,099,994.00",0.085,0.0899,0.0786,0.0878,0.0878,"7,339","17,687",0.2933,0.0001,-0.584,2.407,0.277,-0.239,-0.15
2016/6/16,10000641,2.2,50ETF购2016年7月2.20,"569,844.00",0.0135,0.0146,0.011,0.0116,0.0116,"4,609","20,039",0.2164,0.0001,0.203,2.722,0.2,-0.141,0.047
2016/6/16,10000642,2.2,50ETF沽2016年7月2.20,"2,929,310.00",0.1241,0.1306,0.1174,0.1285,0.127,"2,387","5,305",0.3304,0.0001,-0.675,2.012,0.255,-0.237,-0.176
2016/6/16,10000643,2.25,50ETF购2016年7月2.25,"226,925.00",0.0078,0.0083,0.0055,0.0059,0.006,"3,437","17,287",0.2049,0.0001,0.113,1.743,0.136,-0.099,0.026
2016/6/16,10000644,2.25,50ETF沽2016年7月2.25,"2,704,880.00",0.1687,0.1747,0.1596,0.1717,0.1713,"1,622","4,638",0.3733,0.0001,-0.735,1.629,0.232,-0.238,-0.196
2016/6/15,10000449,2.2,50ETF购2016年6月2.20,"299,000.00",0.002,0.0031,0.0008,0.0009,0.0009,"15,284","42,588",0.2032,0.0001,0.043,1.788,0.027,-0.121,0.002
2016/6/15,10000450,2.25,50ETF购2016年6月2.25,"67,057.00",0.0011,0.0017,0.0005,0.0008,0.0008,"5,372","27,401",0.1964,0.0001,0.03,0.95,0.02,-0.126,0.001
2016/6/15,10000451,2.3,50ETF购2016年6月2.30,"10,157.00",0.0008,0.001,0.0005,0.0007,0.0007,"1,270","24,073",0.1912,0.0001,0.022,0.591,0.016,-0.123,0.001
2016/6/15,10000452,2.35,50ETF购2016年6月2.35,"1,176.00",0.0006,0.0007,0.0004,0.0004,0.0005,246,"10,361",0.186,0.0001,0.015,0.361,0.011,-0.099,0.001
2016/6/15,10000453,2.4,50ETF购2016年6月2.40,"1,184.00",0.0005,0.0006,0.0002,0.0003,0.0003,293,"8,780",0.1808,0.0001,0.008,0.203,0.007,-0.066,0
2016/6/15,10000454,2.2,50ETF沽2016年6月2.20,"6,559,328.00",0.1193,0.1299,0.0824,0.0973,0.0973,"6,533","5,428",0.3178,0.0001,-0.835,2.81,0.073,-0.508,-0.036
2016/6/15,10000455,2.25,50ETF沽2016年6月2.25,"4,165,334.00",0.1664,0.1779,0.1305,0.147,0.147,"2,760","4,899",0.367,0.0001,-0.871,1.802,0.062,-0.573,-0.039
2016/6/15,10000456,2.3,50ETF沽2016年6月2.30,"3,724,460.00",0.2149,0.226,0.1793,0.1966,0.1966,"1,855","3,182",0.4164,0.0001,-0.894,1.292,0.054,-0.606,-0.04
2016/6/15,10000457,2.35,50ETF沽2016年6月2.35,"1,845,096.00",0.2671,0.2751,0.2292,0.2461,0.2461,743,"3,499",0.4676,0.0474,-0.912,0.98,0.047,-0.609,-0.042
2016/6/15,10000458,2.4,50ETF沽2016年6月2.40,"2,216,997.00",0.3185,0.3218,0.2796,0.2949,0.2958,746,"2,505",0.5161,0.0959,-0.923,0.783,0.043,-0.623,-0.044
2016/6/15,10000459,2.15,50ETF购2016年6月2.15,"1,911,770.00",0.005,0.0107,0.0035,0.0049,0.0049,"29,696","59,591",0.2134,0.0001,0.197,6.079,0.081,-0.337,0.008
2016/6/15,10000460,2.15,50ETF沽2016年6月2.15,"15,385,970.00",0.0726,0.0827,0.0382,0.0511,0.0511,"28,399","21,867",0.2732,0.0001,-0.719,5.102,0.099,-0.527,-0.03
2016/6/15,10000463,2.45,50ETF购2016年6月2.45,939,0.0004,0.0005,0.0001,0.0003,0.0003,308,"9,856",0.1757,0.0001,0.009,0.178,0.007,-0.078,0
2016/6/15,10000464,2.5,50ETF购2016年6月2.50,329,0.0002,0.0003,0.0001,0.0002,0.0002,195,"11,004",0.1705,0.0001,0.003,0.077,0.003,-0.034,0
2016/6/15,10000465,2.45,50ETF沽2016年6月2.45,"2,778,905.00",0.3718,0.3718,0.3293,0.346,0.3473,799,"1,609",0.5661,0.1459,-0.919,0.689,0.044,-0.766,-0.044
2016/6/15,10000466,2.5,50ETF沽2016年6月2.50,"1,575,751.00",0.4219,0.4219,0.3796,0.3959,0.3974,398,"1,141",0.6155,0.1953,-0.924,0.594,0.042,-0.808,-0.046
2016/6/15,10000469,2.55,50ETF购2016年6月2.55,897,0.0002,0.0003,0.0001,0.0001,0.0002,737,"10,054",0.1654,0.0001,0.004,0.08,0.003,-0.045,0
2016/6/15,10000470,2.55,50ETF沽2016年6月2.55,"1,320,306.00",0.472,0.472,0.4294,0.4464,0.4471,295,726,0.6653,0.2451,-0.931,0.515,0.039,-0.816,-0.047
2016/6/15,10000473,2.6,50ETF购2016年6月2.60,479,0.0001,0.0002,0.0001,0.0001,0.0002,414,"7,151",0.1604,0.0001,0.002,0.037,0.002,-0.021,0
2016/6/15,10000474,2.6,50ETF沽2016年6月2.60,"3,323,537.00",0.522,0.522,0.4793,0.4948,0.4971,668,980,0.7151,0.2949,-0.935,0.454,0.037,-0.831,-0.048
2016/6/15,10000477,2.65,50ETF购2016年6月2.65,"2,342.00",0.0001,0.0003,0.0001,0.0002,0.0002,"1,672","19,894",0.1554,0.0001,0.002,0.042,0.002,-0.03,0
2016/6/15,10000478,2.65,50ETF沽2016年6月2.65,"1,672,108.00",0.5721,0.5721,0.5293,0.5437,0.547,306,"1,772",0.7671,0.3469,-0.939,0.407,0.036,-0.853,-0.049
2016/6/15,10000523,2.1,50ETF购2016年6月2.10,"8,976,890.00",0.0162,0.032,0.0118,0.0192,0.0192,"43,173","47,395",0.2306,0.0001,0.622,11.295,0.112,-0.367,0.025
2016/6/15,10000524,2.1,50ETF沽2016年6月2.10,"8,252,586.00",0.0351,0.0399,0.0101,0.0143,0.0143,"42,099","39,447",0.2365,0.0001,-0.411,8.127,0.114,-0.453,-0.017
2016/6/15,10000529,2.05,50ETF购2016年6月2.05,"15,643,366.00",0.0444,0.0742,0.0349,0.0577,0.059,"28,328","18,885",0.2634,0.0001,1,0,0,-0.06,0.04
2016/6/15,10000530,2.05,50ETF沽2016年6月2.05,"1,225,223.00",0.0124,0.015,0.0023,0.0029,0.0029,"21,765","36,590",0.2087,0.0001,-0.115,3.775,0.057,-0.248,-0.005
2016/6/15,10000535,2,50ETF购2016年6月2.00,"12,108,205.00",0.086,0.1212,0.0738,0.1054,0.109,"11,872","8,422",0.3111,0.0001,1,0,0,-0.058,0.039
2016/6/15,10000536,2,50ETF沽2016年6月2.00,"90,592.00",0.0035,0.0054,0.001,0.0013,0.0013,"4,888","32,702",0.1926,0.0001,-0.046,1.423,0.028,-0.165,-0.002
2016/6/15,10000541,1.95,50ETF购2016年6月1.95,"3,562,978.00",0.1339,0.1711,0.1216,0.1544,0.159,"2,372","2,869",0.3611,0.0001,1,0,0,-0.057,0.038
2016/6/15,10000542,1.95,50ETF沽2016年6月1.95,"23,165.00",0.0015,0.0016,0.0005,0.0007,0.0007,"2,634","19,305",0.1812,0.0001,-0.024,0.658,0.016,-0.12,-0.001
2016/6/15,10000551,1.85,50ETF购2016年6月1.85,"1,791,865.00",0.237,0.2708,0.2279,0.2531,0.259,700,"1,502",0.4611,0.0409,1,0,0,-0.054,0.036
2016/6/15,10000552,1.9,50ETF购2016年6月1.90,"2,508,966.00",0.1851,0.2211,0.1722,0.2041,0.209,"1,233","1,881",0.4111,0.0001,1,0,0,-0.056,0.037
2016/6/15,10000553,1.85,50ETF沽2016年6月1.85,683,0.0005,0.0005,0.0001,0.0002,0.0002,342,"8,570",0.1602,0.0001,-0.006,0.156,0.005,-0.05,0
2016/6/15,10000554,1.9,50ETF沽2016年6月1.90,"3,941.00",0.0009,0.001,0.0003,0.0003,0.0003,807,"15,247",0.1706,0.0001,-0.009,0.251,0.007,-0.056,0
2016/6/15,10000555,1.85,50ETF购2016年9月1.85,"1,800,381.00",0.2329,0.2582,0.2266,0.247,0.259,734,"2,877",0.4611,0.0409,1,0,0,-0.054,0.535
2016/6/15,10000556,1.9,50ETF购2016年9月1.90,"1,514,700.00",0.1928,0.2165,0.1867,0.2045,0.209,739,"3,246",0.4113,0.0001,1,0,0,-0.055,0.549
2016/6/15,10000557,1.95,50ETF购2016年9月1.95,"2,300,966.00",0.1586,0.1787,0.15,0.1711,0.1667,"1,374","2,837",0.3763,0.0001,1,0,0,-0.057,0.564
2016/6/15,10000558,2,50ETF购2016年9月2.00,"1,483,385.00",0.1246,0.145,0.1226,0.133,0.133,"1,096","4,817",0.3442,0.0001,0.879,1.771,0.23,-0.09,0.502
2016/6/15,10000559,2.05,50ETF购2016年9月2.05,"1,140,859.00",0.0996,0.1156,0.0964,0.1047,0.1047,"1,064","7,162",0.3167,0.0001,0.71,2.279,0.39,-0.129,0.406
2016/6/15,10000560,1.85,50ETF沽2016年9月1.85,"191,703.00",0.0195,0.0202,0.0142,0.0147,0.0147,"1,177","9,096",0.1781,0.0001,-0.113,0.749,0.218,-0.077,-0.074
2016/6/15,10000561,1.9,50ETF沽2016年9月1.90,"565,718.00",0.0297,0.0304,0.0215,0.0222,0.0222,"2,296","14,677",0.1971,0.0001,-0.158,0.956,0.275,-0.094,-0.104
2016/6/15,10000562,1.95,50ETF沽2016年9月1.95,"941,837.00",0.044,0.0455,0.0334,0.0337,0.0337,"2,518","12,851",0.2211,0.0001,-0.218,1.155,0.335,-0.114,-0.144
2016/6/15,10000563,2,50ETF沽2016年9月2.00,"1,187,862.00",0.0619,0.0699,0.0487,0.0497,0.0497,"2,192","10,419",0.2476,0.0001,-0.287,1.312,0.388,-0.133,-0.191
2016/6/15,10000564,2.05,50ETF沽2016年9月2.05,"520,362.00",0.0863,0.105,0.0701,0.071,0.071,673,"7,117",0.2801,0.0001,-0.362,1.398,0.427,-0.148,-0.243
2016/6/15,10000567,1.8,50ETF购2016年6月1.80,"2,740,775.00",0.2886,0.32,0.2777,0.303,0.309,910,"3,527",0.5111,0.0909,1,0,0,-0.053,0.035
2016/6/15,10000568,1.8,50ETF沽2016年6月1.80,"2,864.00",0.0005,0.0005,0.0001,0.0002,0.0002,"1,852","32,620",0.1502,0.0001,-0.005,0.103,0.004,-0.045,0
2016/6/15,10000569,1.8,50ETF购2016年9月1.80,"3,855,818.00",0.285,0.3049,0.2681,0.2924,0.309,"1,333","12,265",0.5111,0.0909,1,0,0,-0.052,0.521
2016/6/15,10000570,1.8,50ETF沽2016年9月1.80,"70,900.00",0.0133,0.014,0.0094,0.0094,0.0094,642,"17,724",0.1624,0.0001,-0.077,0.56,0.164,-0.059,-0.05
2016/6/15,10000571,2.1,50ETF购2016年9月2.10,"1,334,208.00",0.08,0.0907,0.075,0.0812,0.0812,"1,593","11,942",0.294,0.0001,0.579,2.316,0.445,-0.147,0.333
2016/6/15,10000572,2.1,50ETF沽2016年9月2.10,"1,387,134.00",0.1152,0.117,0.095,0.097,0.097,"1,376","8,776",0.3175,0.0001,-0.435,1.42,0.448,-0.157,-0.296
2016/6/15,10000573,2.15,50ETF购2016年9月2.15,"1,558,014.00",0.0603,0.0709,0.057,0.0616,0.0616,"2,394","11,335",0.2701,0.0001,0.467,2.204,0.453,-0.15,0.269
2016/6/15,10000574,2.15,50ETF沽2016年9月2.15,"1,099,194.00",0.1482,0.1582,0.1243,0.1271,0.1271,819,"7,684",0.3491,0.0001,-0.504,1.386,0.454,-0.162,-0.347
2016/6/15,10000591,2.2,50ETF购2016年9月2.20,"893,143.00",0.0456,0.0542,0.0441,0.047,0.047,"1,817","10,163",0.2493,0.0001,0.373,1.971,0.431,-0.146,0.216
2016/6/15,10000592,2.2,50ETF沽2016年9月2.20,"1,082,379.00",0.1848,0.1848,0.1584,0.1621,0.1632,632,"3,670",0.3838,0.0001,-0.564,1.292,0.449,-0.166,-0.394
2016/6/15,10000595,2.25,50ETF购2016年9月2.25,"385,008.00",0.0355,0.0413,0.0342,0.0346,0.0347,"1,029","9,213",0.2334,0.0001,0.291,1.727,0.391,-0.134,0.169
2016/6/15,10000596,2.25,50ETF沽2016年9月2.25,"817,609.00",0.2239,0.226,0.1946,0.1995,0.1995,394,"2,175",0.4206,0.0004,-0.618,1.207,0.434,-0.163,-0.438
2016/6/15,10000599,2.3,50ETF购2016年9月2.30,"1,071,824.00",0.0275,0.0319,0.0248,0.0257,0.0257,"3,772","22,695",0.2199,0.0001,0.226,1.461,0.342,-0.119,0.131
2016/6/15,10000600,2.3,50ETF沽2016年9月2.30,"1,662,049.00",0.2608,0.2677,0.234,0.2406,0.2406,677,"3,775",0.4622,0.042,-0.661,1.097,0.417,-0.161,-0.477
2016/6/15,10000615,2.05,50ETF购2016年12月2.006A,"887,178.00",0.126,0.141,0.1225,0.1344,0.1344,660,"2,946",0.3419,0.0001,0.692,1.703,0.548,-0.106,0.721
2016/6/15,10000616,2.1,50ETF购2016年12月2.055A,"924,056.00",0.106,0.1196,0.1021,0.1132,0.1127,819,"4,479",0.3209,0.0001,0.595,1.699,0.603,-0.115,0.622
2016/6/15,10000617,2.15,50ETF购2016年12月2.104A,"368,588.00",0.087,0.0992,0.0838,0.0926,0.0926,395,"5,329",0.2966,0.0001,0.511,1.658,0.621,-0.117,0.536
2016/6/15,10000618,2.2,50ETF购2016年12月2.153A,"601,278.00",0.0715,0.0826,0.07,0.078,0.078,766,"3,967",0.2769,0.0001,0.438,1.536,0.613,-0.118,0.461
2016/6/15,10000619,2.25,50ETF购2016年12月2.202A,"1,233,439.00",0.0607,0.069,0.0592,0.0653,0.0653,"1,892","11,383",0.2592,0.0001,0.375,1.408,0.59,-0.115,0.395
2016/6/15,10000620,2.05,50ETF沽2016年12月2.006A,"734,985.00",0.1269,0.1269,0.1076,0.1107,0.1113,645,"5,932",0.3192,0.0001,-0.37,0.964,0.588,-0.11,-0.486
2016/6/15,10000621,2.1,50ETF沽2016年12月2.055A,"1,040,057.00",0.1554,0.1561,0.1343,0.1385,0.1385,734,"4,387",0.3581,0.0001,-0.42,0.972,0.608,-0.114,-0.558
2016/6/15,10000622,2.15,50ETF沽2016年12月2.104A,"485,172.00",0.1882,0.1882,0.1639,0.169,0.169,285,"5,063",0.3883,0.0001,-0.468,0.959,0.619,-0.118,-0.629
2016/6/15,10000623,2.2,50ETF沽2016年12月2.153A,"367,598.00",0.2228,0.2228,0.1976,0.2018,0.2018,180,"2,969",0.4206,0.0004,-0.512,0.935,0.621,-0.119,-0.697
2016/6/15,10000624,2.25,50ETF沽2016年12月2.202A,"842,140.00",0.2601,0.2601,0.2323,0.2384,0.2389,346,"4,751",0.4583,0.0381,-0.55,0.891,0.616,-0.121,-0.762
2016/6/15,10000625,2,50ETF购2016年12月1.957A,"467,597.00",0.1463,0.1686,0.1463,0.1596,0.1596,293,"2,382",0.3673,0.0001,0.81,1.559,0.423,-0.089,0.843
2016/6/15,10000626,2,50ETF沽2016年12月1.957A,"1,225,779.00",0.1001,0.1004,0.0832,0.087,0.087,"1,372","11,112",0.2843,0.0001,-0.318,0.936,0.555,-0.103,-0.413
2016/6/15,10000629,1.95,50ETF购2016年12月1.908A,"1,385,345.00",0.1783,0.1987,0.1783,0.1903,0.1903,739,"4,080",0.3962,0.0001,0.984,0.428,0.062,-0.059,1.026
2016/6/15,10000630,1.95,50ETF沽2016年12月1.908A,"1,737,732.00",0.0755,0.0798,0.0644,0.0667,0.0667,"2,482","11,741",0.2524,0.0001,-0.267,0.882,0.512,-0.094,-0.343
2016/6/15,10000631,1.95,50ETF购2016年7月1.95,"3,413,466.00",0.1362,0.1657,0.1301,0.1505,0.159,"2,294","3,676",0.3611,0.0001,1,0,0,-0.057,0.227
2016/6/15,10000632,2,50ETF购2016年7月2.00,"5,530,851.00",0.0962,0.1218,0.0922,0.1077,0.109,"5,246","6,606",0.3161,0.0001,1,0,0,-0.058,0.233
2016/6/15,10000633,2.05,50ETF购2016年7月2.05,"4,926,865.00",0.0658,0.0845,0.0602,0.0712,0.0712,"6,910","10,033",0.2819,0.0001,0.85,3.551,0.168,-0.116,0.201
2016/6/15,10000634,2.1,50ETF购2016年7月2.10,"5,917,099.00",0.0434,0.0557,0.0381,0.0447,0.0447,"12,804","20,328",0.2581,0.0001,0.579,4.308,0.282,-0.187,0.137
2016/6/15,10000635,2.15,50ETF购2016年7月2.15,"3,705,143.00",0.0268,0.0339,0.0233,0.0266,0.0266,"13,089","25,977",0.235,0.0001,0.382,3.715,0.275,-0.19,0.091
2016/6/15,10000636,1.95,50ETF沽2016年7月1.95,"375,369.00",0.0112,0.0123,0.005,0.0056,0.0056,"4,903","13,415",0.1898,0.0001,-0.089,1.229,0.116,-0.085,-0.023
2016/6/15,10000637,2,50ETF沽2016年7月2.00,"984,953.00",0.0214,0.0331,0.0112,0.013,0.013,"6,028","14,146",0.2091,0.0001,-0.176,1.953,0.186,-0.136,-0.045
